uka_id,site_id,name,region,environment_type,latitude,longitude,detail_url,target_pollutants,configured_streams
UKA00592,COAL,Coventry Allesley,West Midlands,Urban Background,52.411628,-1.560189,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00592,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2014-06-11""}, {""pollutant"": ""PM10"", ""start_date"": ""2019-05-28""}, {""pollutant"": ""NO2"", ""start_date"": ""2014-06-17""}]"
UKA00634,COBR,Coventry Binley Road,West Midlands,Urban Traffic,52.407708,-1.490082,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00634,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-10-22""}, {""pollutant"": ""PM10"", ""start_date"": ""2017-04-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2017-04-01""}]"
UKA00265,LEAM,Leamington Spa,West Midlands,Urban Background,52.28881,-1.533119,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00265,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-12-18""}, {""pollutant"": ""PM10"", ""start_date"": ""1996-07-26""}, {""pollutant"": ""NO2"", ""start_date"": ""1996-07-26""}]"
UKA00564,LEAR,Leamington Spa Rugby Road,West Midlands,Urban Traffic,52.294884,-1.542911,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00564,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2012-06-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2012-06-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2012-06-01""}]"
UKA00489,LEOM,Leominster,West Midlands,Suburban Background,52.221593,-2.73684,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00489,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""2005-07-18""}]"
UKA00595,BOLD,Oldbury Birmingham Road,West Midlands,Urban Traffic,52.502436,-2.003497,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00595,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-05-14""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-05-14""}, {""pollutant"": ""NO2"", ""start_date"": ""2014-09-01""}]"
UKA01055,SHUN,Shrewsbury Underdale,West Midlands,Urban Background,52.715083,-2.726833,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01055,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-11-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2024-11-01""}]"
UKA00610,STKR,Stoke-on-Trent A50 Roadside,West Midlands,Urban Traffic,52.980436,-2.111898,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00610,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-11-27""}, {""pollutant"": ""PM10"", ""start_date"": ""2015-05-22""}, {""pollutant"": ""NO2"", ""start_date"": ""2015-05-22""}]"
UKA00337,STOK,Stoke-on-Trent Centre,West Midlands,Urban Background,53.02821,-2.175133,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00337,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-11-05""}, {""pollutant"": ""PM10"", ""start_date"": ""1997-03-11""}, {""pollutant"": ""NO2"", ""start_date"": ""1997-03-11""}]"
UKA00648,TDHD,Telford Hollinswood,West Midlands,Urban Background,52.673471,-2.436692,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00648,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2022-07-04""}, {""pollutant"": ""PM10"", ""start_date"": ""2022-07-04""}, {""pollutant"": ""NO2"", ""start_date"": ""2017-11-01""}]"
UKA01117,WALD,Walsall Caldmore,West Midlands,Urban Background,52.574031,-1.983799,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01117,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-12-16""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-12-16""}]"
UKA00565,WAL4,Walsall Woodlands,West Midlands,Urban Background,52.605641,-2.030371,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00565,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""2012-06-19""}]"
UKA00658,WBKP,West Bromwich Kenrick Park,West Midlands,Urban Background,52.508342,-1.98607,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00658,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""2019-04-01""}]"
UKA01162,WOLE,Wolverhampton East Park,West Midlands,Urban Background,52.587571,-2.095736,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01162,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2026-06-26""}, {""pollutant"": ""PM10"", ""start_date"": ""2026-06-26""}]"
UKA01098,WORT,Worcester Tolladine,West Midlands,Urban Background,52.209364,-2.180563,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01098,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-03-24""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-03-24""}]"
UKA00644,,Borehamwood Meadow Park,East of England,Urban Background,51.661229,-0.27055,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00644,,[]
UKA01115,CAMK,Cambridge King's Hedges,East of England,Urban Background,52.230135,0.139191,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01115,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-10-27""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-10-27""}]"
UKA00396,CAM,Cambridge Roadside,East of England,Urban Traffic,52.20237,0.124456,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00396,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""1999-06-26""}]"
UKA00605,LUTR,Luton A505 Roadside,East of England,Urban Traffic,51.892293,-0.46211,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00605,"PM2.5,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-11-12""}, {""pollutant"": ""NO2"", ""start_date"": ""2015-03-11""}]"
UKA00549,NO12,Norwich Lakenfields,East of England,Urban Background,52.614823,1.302686,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00549,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2009-10-08""}, {""pollutant"": ""PM10"", ""start_date"": ""2009-10-08""}, {""pollutant"": ""NO2"", ""start_date"": ""2009-09-01""}]"
UKA01052,PEGE,Peterborough Garton End,East of England,Urban Background,52.594012,-0.248945,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01052,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-10-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2024-10-01""}]"
UKA00012,SIB,Sibton,East of England,Rural Background,52.2944,1.463497,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00012,,[]
UKA01096,SOUS,Southend Shoeburyness,East of England,Urban Background,51.537836,0.792578,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01096,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-03-18""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-03-18""}]"
UKA00409,SEND,Southend-on-Sea,East of England,Urban Background,51.544166,0.678331,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00409,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2009-01-30""}, {""pollutant"": ""PM10"", ""start_date"": ""2000-07-24""}, {""pollutant"": ""NO2"", ""start_date"": ""2000-07-24""}]"
UKA00445,OSY,St Osyth,East of England,Rural Background,51.777874,1.04901,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00445,,[]
UKA00525,,Stanford-le-Hope Roadside,East of England,Urban Traffic,51.518167,0.439548,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00525,,[]
UKA01156,STGW,Stevenage St Georges Way South,East of England,Urban Traffic,51.903112,-0.19937,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01156,PM2.5,"[{""pollutant"": ""PM2.5"", ""start_date"": ""2026-04-14""}]"
UKA00272,,Thurrock,East of England,Urban Background,51.47707,0.317969,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00272,,[]
UKA00433,WEYB,Weybourne,East of England,Rural Background,52.95049,1.122017,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00433,,[]
UKA00362,WFEN,Wicken Fen,East of England,Rural Background,52.2985,0.290917,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00362,,[]
UKA00259,,Camden Kerbside,London,Urban Traffic,51.544233,-0.175228,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00259,,[]
UKA00591,,Ealing Horn Lane,London,Urban Traffic,51.51895,-0.265617,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00591,,[]
UKA00260,,Haringey Roadside,London,Urban Traffic,51.5993,-0.068218,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00260,,[]
UKA01119,LONC,London A406 N Circular,London,Urban Traffic,51.614224,-0.059503,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01119,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2026-01-08""}, {""pollutant"": ""PM10"", ""start_date"": ""2026-01-08""}]"
UKA00238,,London Bexley,London,Suburban Background,51.46603,0.184806,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00238,,[]
UKA00211,CLL2,London Bloomsbury,London,Urban Background,51.52229,-0.125889,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00211,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""1998-03-26""}, {""pollutant"": ""PM10"", ""start_date"": ""1992-01-23""}, {""pollutant"": ""NO2"", ""start_date"": ""1992-01-23""}]"
UKA01104,,London Farringdon Street,London,Urban Traffic,51.514741,-0.104522,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01104,,[]
UKA00568,,London Haringey Priory Park South,London,Urban Background,51.584128,-0.125254,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00568,,[]
UKA00472,HRL,London Harlington,London,Urban Industrial,51.48879,-0.441614,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00472,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-09-16""}, {""pollutant"": ""PM10"", ""start_date"": ""2004-01-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2004-01-01""}]"
UKA00266,HIL,London Hillingdon,London,Urban Background,51.49633,-0.460861,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00266,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2022-05-05""}, {""pollutant"": ""PM10"", ""start_date"": ""1996-08-02""}, {""pollutant"": ""NO2"", ""start_date"": ""1996-08-02""}]"
UKA00656,,London Honor Oak Park,London,Urban Background,51.449674,-0.037418,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00656,,[]
UKA00315,,London Marylebone Road,London,Urban Traffic,51.52253,-0.154611,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00315,,[]
UKA00253,,London N. Kensington,London,Urban Background,51.52105,-0.213419,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00253,,[]
UKA01100,LONM,London Norbury Manor School,London,Urban Background,51.41004,-0.12748,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01100,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-04-02""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-04-02""}]"
UKA00572,TED2,London Teddington Bushy Park,London,Urban Background,51.425286,-0.345606,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00572,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2013-08-09""}, {""pollutant"": ""PM10"", ""start_date"": ""2020-01-01""}]"
UKA00435,HORS,London Westminster,London,Urban Background,51.49467,-0.131931,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00435,"PM2.5,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2018-04-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2001-07-17""}]"
UKA00558,,Southwark A2 Old Kent Road,London,Urban Traffic,51.480499,-0.05955,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00558,,[]
UKA01109,AYLA,Aylesbury A4157,South East,Urban Traffic,51.822161,-0.793884,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01109,PM2.5,"[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-08-11""}]"
UKA00483,BRT3,Brighton Preston Park,South East,Urban Background,50.840836,-0.147572,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00483,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2020-01-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2024-08-21""}, {""pollutant"": ""NO2"", ""start_date"": ""2004-11-03""}]"
UKA00553,CHAT,Chatham Roadside,South East,Urban Traffic,51.374264,0.54797,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00553,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2010-07-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2010-07-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2010-07-01""}]"
UKA00614,CHBO,Chilbolton Observatory,South East,Rural Background,51.149617,-1.438228,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00614,,[]
UKA00546,EB,Eastbourne,South East,Urban Background,50.805778,0.271611,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00546,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2009-07-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2009-07-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2010-11-01""}]"
UKA01097,FARC,Farnborough Cherrywood,South East,Urban Background,51.307583,-0.764982,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01097,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-03-26""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-03-26""}]"
UKA00511,,Horley,South East,Suburban Industrial,51.165865,-0.167734,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00511,,[]
UKA00152,LH,Lullington Heath,South East,Rural Background,50.7937,0.18125,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00152,,[]
UKA01064,MAID,Maidstone Upper Stone Street,South East,Urban Traffic,51.268519,0.526348,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01064,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-12-10""}, {""pollutant"": ""PM10"", ""start_date"": ""2024-12-10""}]"
UKA00963,MKCC,Milton Keynes Civic Centre,South East,Urban Background,52.044076,-0.761013,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00963,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2023-03-29""}, {""pollutant"": ""PM10"", ""start_date"": ""2023-03-29""}]"
UKA00258,OX,Oxford Centre Roadside,South East,Urban Traffic,51.751745,-1.257463,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00258,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""1996-04-15""}]"
UKA00518,OX8,Oxford St Ebbes,South East,Urban Background,51.744806,-1.260278,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00518,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-12-18""}, {""pollutant"": ""PM10"", ""start_date"": ""2008-01-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2008-01-01""}]"
UKA00421,PMTH,Portsmouth,South East,Urban Background,50.82881,-1.068583,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00421,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-12-23""}, {""pollutant"": ""PM10"", ""start_date"": ""2001-01-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2001-01-01""}]"
UKA00651,POAR,Portsmouth Anglesea Road,South East,Urban Traffic,50.798339,-1.095558,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00651,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-11-20""}, {""pollutant"": ""PM10"", ""start_date"": ""2018-01-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2018-01-01""}]"
UKA00620,REA5,Reading London Road,South East,Urban Traffic,51.454896,-0.940382,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00620,"PM10,NO2","[{""pollutant"": ""PM10"", ""start_date"": ""2016-03-04""}, {""pollutant"": ""NO2"", ""start_date"": ""2016-03-04""}]"
UKA00462,REA1,Reading New Town,South East,Urban Background,51.45309,-0.944067,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00462,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-09-25""}, {""pollutant"": ""PM10"", ""start_date"": ""2003-10-17""}, {""pollutant"": ""NO2"", ""start_date"": ""2003-10-17""}]"
UKA01053,RRKL,Reading Rose Kiln Lane,South East,Urban Traffic,51.4459,-0.976081,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01053,PM2.5,"[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-11-07""}]"
UKA00251,ROCH,Rochester Stoke,South East,Rural Background,51.45617,0.634889,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00251,,[]
UKA01091,SLOW,Slough Windmill Bath Road,South East,Urban Traffic,51.51223,-0.610392,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01091,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-01-14""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-01-14""}]"
UKA00613,SA33,Southampton A33,South East,Urban Traffic,50.920265,-1.463484,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00613,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-12-18""}, {""pollutant"": ""PM10"", ""start_date"": ""2016-01-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2016-01-01""}]"
UKA00235,SOUT,Southampton Centre,South East,Urban Background,50.908173,-1.395757,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00235,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-11-05""}, {""pollutant"": ""PM10"", ""start_date"": ""1994-01-04""}, {""pollutant"": ""NO2"", ""start_date"": ""1994-01-04""}]"
UKA00548,STOR,Storrington Roadside,South East,Urban Traffic,50.916932,-0.449548,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00548,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2009-08-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2009-08-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2009-08-01""}]"
UKA00628,WTHG,Worthing A27 Roadside,South East,Urban Traffic,50.832947,-0.379916,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00628,"PM2.5,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2018-03-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2016-10-01""}]"
UKA01061,WOEA,Worthing East Ten Acres,South East,Urban Background,50.817286,-0.353272,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01061,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-08-16""}, {""pollutant"": ""PM10"", ""start_date"": ""2024-08-16""}]"
UKA00574,BPLE,Barnstaple A39,South West,Urban Traffic,51.074793,-4.041924,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00574,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2013-11-14""}, {""pollutant"": ""PM10"", ""start_date"": ""2013-11-14""}]"
UKA00660,BHA4,Bath A4 Roadside,South West,Urban Traffic,51.390922,-2.35503,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00660,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""2019-10-24""}]"
UKA00429,BORN,Bournemouth,South West,Urban Background,50.73957,-1.826744,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00429,"PM2.5,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2017-11-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2001-03-05""}]"
UKA01160,BOBV,Bournemouth Bourne Valley,South West,Urban Background,50.740961,-1.927742,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01160,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2026-06-05""}, {""pollutant"": ""PM10"", ""start_date"": ""2026-06-05""}]"
UKA01120,BRIW,Bridgwater A372 Westonzoyland,South West,Urban Traffic,51.125113,-2.984988,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01120,PM2.5,"[{""pollutant"": ""PM2.5"", ""start_date"": ""2026-03-24""}]"
UKA01116,BRSP,Bristol Patchway,South West,Urban Background,51.529672,-2.58642,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01116,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-11-12""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-11-12""}]"
UKA00494,BRS8,Bristol St Paul's,South West,Urban Background,51.462839,-2.584482,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00494,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2008-08-12""}, {""pollutant"": ""PM10"", ""start_date"": ""2006-06-15""}, {""pollutant"": ""NO2"", ""start_date"": ""2006-06-15""}]"
UKA00631,BR11,Bristol Temple Way,South West,Urban Traffic,51.457968,-2.583975,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00631,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2024-10-04""}, {""pollutant"": ""PM10"", ""start_date"": ""2017-11-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2017-04-01""}]"
UKA00537,MACK,Charlton Mackrell,South West,Rural Background,51.05625,-2.68345,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00537,,[]
UKA01101,CHGR,Cheltenham A40 Gloucester Road,South West,Urban Traffic,51.896592,-2.113747,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01101,PM2.5,"[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-03-20""}]"
UKA00624,CHBR,Christchurch Barrack Road,South West,Urban Traffic,50.735454,-1.780888,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00624,"PM2.5,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2017-10-01""}, {""pollutant"": ""NO2"", ""start_date"": ""2016-09-01""}]"
UKA00263,EX,Exeter Roadside,South West,Urban Traffic,50.725083,-3.532465,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00263,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""1996-07-02""}]"
UKA01102,GLOT,Gloucester Tredworth,South West,Urban Background,51.849673,-2.234996,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA01102,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2025-04-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2025-04-01""}]"
UKA00566,HONI,Honiton,South West,Urban Background,50.792287,-3.196702,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00566,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2022-03-18""}, {""pollutant"": ""PM10"", ""start_date"": ""2022-03-18""}, {""pollutant"": ""NO2"", ""start_date"": ""2012-06-21""}]"
UKA00360,PLYM,Plymouth Centre,South West,Urban Background,50.37167,-4.142361,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00360,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2009-10-13""}, {""pollutant"": ""PM10"", ""start_date"": ""1997-09-29""}, {""pollutant"": ""NO2"", ""start_date"": ""1997-09-29""}]"
UKA00629,PLYR,Plymouth Tavistock Road,South West,Urban Traffic,50.411058,-4.130288,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00629,NO2,"[{""pollutant"": ""NO2"", ""start_date"": ""2017-01-01""}]"
UKA00569,SASH,Saltash Callington Road,South West,Urban Traffic,50.411463,-4.227678,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00569,"PM2.5,PM10","[{""pollutant"": ""PM2.5"", ""start_date"": ""2013-01-01""}, {""pollutant"": ""PM10"", ""start_date"": ""2013-01-01""}]"
UKA00650,SWHO,Swindon Walcot,South West,Urban Background,51.558061,-1.765678,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00650,"PM2.5,PM10,NO2","[{""pollutant"": ""PM2.5"", ""start_date"": ""2022-06-10""}, {""pollutant"": ""PM10"", ""start_date"": ""2022-06-10""}, {""pollutant"": ""NO2"", ""start_date"": ""2018-01-01""}]"
UKA00168,YW,Yarner Wood,South West,Rural Background,50.5976,-3.71651,https://uk-air.defra.gov.uk/networks/site-info?uka_id=UKA00168,,[]
